Name,Gender,Age,domain,courses did,skills,certificates or course,Interested,interested career preference,intrested company,Interested Type of Books,Management or Technical,hard/smart worker,Suggested Job Role,raw_role,mapped_role
Immanuel Jebadurai,Male,20,software/technology,yes,python cert,data wrangling,data engineering,data engineer,Product Based,Tech,Technical,smart worker,Data Engineer,Data Engineer,software_engineering
Indira Udaiyar,Female,21,software/technology,yes,ml cert,machine learning,ai/ml,data science,Product Based,Tech,Technical,smart worker,Data Scientist,Data Scientist,data_ai_ml
Indrani Purkayastha,Female,23,software/technology,yes,excel cert,analytics,data analysis,data analyst,Corporate,Business,Management,hard worker,Data Analyst,Data Analyst,data_ai_ml
Iqra,Female,22,software/technology,no,ethical hacking cert,cybersecurity,security,cybersecurity,Product Based,Science,Technical,smart worker,Cybersecurity Analyst,Cybersecurity Analyst,data_ai_ml
Irfan,Male,20,software/technology,no,english cert,content writing,literature,content writing,Freelance,Books,Management,hard worker,Content Writer,Content Writer,marketing
Isha Verma ,Female,21,software/technology,yes,aws cert,devops,automation,devops,Product Based,Tech,Technical,smart worker,DevOps Engineer,DevOps Engineer,software_engineering
Ishita Agrawal ,Female,22,software/technology,no,ardui,robotics,good,robotics,robotics engineer,yes,Science,Technical,Robotics Engineer,Robotics Engineer,software_engineering
Istuti tripathi ,Female,23,software/technology,no,communication cert,public speaking,communication,marketing,Corporate,Business,Management,hard worker,Marketing Analyst,Marketing Analyst,data_ai_ml
Iwin ,Male,28,software/technology,yes,python cert,python programming,programming,data engineer,Startup,Tech,Technical,smart worker,Data Engineer,Data Engineer,software_engineering
Jagadeesh,Male,32,software/technology,yes,azure cert,cloud computing,cloud computing,cloud engineer,Product Based,Tech,Technical,smart worker,Cloud Engineer,Cloud Engineer,software_engineering
Jagatheaswaran B,Female,24,software/technology,yes,writer cert,journalism,english,content writing,Media,Books,Management,hard worker,Content Writer,Content Writer,marketing
Jagdish Chobe,Male,26,software/technology,yes,oscp,penetration testing,security,cyber analyst,Product Based,Science,Technical,smart worker,Cybersecurity Analyst,Cybersecurity Analyst,data_ai_ml
Jagdish Panda ,Male,30,software/technology,yes,tableau cert,data visualization,data analytics,data analyst,Corporate,Business,Management,hard worker,Data Analyst,Data Analyst,data_ai_ml
JAGJITSINGH CHAVAN ,Male,27,software/technology,no,ux cert,ui/ux design,design,ui/ux,Product Based,Design,Technical,smart worker,UI/UX Designer,UI/UX Designer,design_creative
Jalal Sayed Hasham,Male,35,software/technology,yes,pmp cert,project management,management,managerial,Corporate,Business,Management,hard worker,Project Manager,Project Manager,operations_management
Janardhan Reddy Dondeti,Male,29,software/technology,yes,ml cert,ml engineering,ai/ml,ml engineer,Research Based,Tech,Technical,smart worker,AI/ML Engineer,AI/ML Engineer,software_engineering
Jansirani. N,Female,31,software/technology,yes,creative cert,writing,literature,content writing,Freelance,Books,Management,hard worker,Content Writer,Content Writer,marketing
jaswant singh,Male,33,software/technology,no,react cert,web development,web dev,frontend dev,Startup,Tech,Technical,smart worker,Front-End Developer,Front-End Developer,software_engineering
Jayasuriyaa,Male,40,software/technology,yes,management cert,business strategy,management,business analysis,Corporate,Business,Management,hard worker,Business Analyst,Business Analyst,data_ai_ml
Jayesh Sonagara,Male,22,software/technology,no,python cert,data science,data science,data scientist,Research Based,Tech,Technical,smart worker,Data Scientist,Data Scientist,data_ai_ml
Jeeva Nagaraj ,Female,26,software/technology,yes,iot cert,iot engineering,iot,iot engineer,Product Based,Tech,Technical,smart worker,IoT Engineer,IoT Engineer,software_engineering
Jenifer Z,Female,28,software/technology,yes,marketing cert,marketing,management,marketing,Corporate,Business,Management,hard worker,Marketing Analyst,Marketing Analyst,data_ai_ml
Jensiya A,Female,34,software/technology,no,azure cert,cloud networking,networking,network engineer,Service Based,Tech,Technical,hard worker,Network Engineer,Network Engineer,software_engineering
JITEN KUMAR BARIK ,Male,30,software/technology,yes,aws cert,devops engineering,automation,devops,Product Based,Tech,Technical,smart worker,DevOps Engineer,DevOps Engineer,software_engineering
JITEN KUMAR BARIK ,Male,29,software/technology,yes,writing cert,english literature,literature,journalism,Media,Books,Management,hard worker,Journalist,Journalist,other
JITEN KUMAR BARIK ,Male,25,software/technology,yes,dl cert,deep learning,ai/ml,ml engineer,Research Based,Science,Technical,smart worker,AI/ML Engineer,AI/ML Engineer,software_engineering
Joseph Ashin Robert,Male,31,software/technology,no,data cert,sql,databases,dba,Service Based,Tech,Technical,hard worker,Database Administrator,Database Administrator,data_ai_ml
Joseph Ashin Robert ,Male,27,software/technology,no,flutter cert,mobile development,programming,mobile dev,Startup,Tech,Technical,smart worker,Mobile App Developer,Mobile App Developer,software_engineering
Joyous Karottapuram,Male,24,software/technology,yes,public speaking cert,communication,communication,hr,Corporate,Business,Management,hard worker,HR Specialist,HR Specialist,hr_admin
Juaria Andalip,Female,28,software/technology,yes,ml cert,ai/ml,ai/ml,ml engineer,Research Based,Tech,Technical,smart worker,AI/ML Engineer,AI/ML Engineer,software_engineering
Julash Thangavel,Male,26,software/technology,no,creative cert,stories,literature,content writing,Freelance,Books,Management,hard worker,Content Writer,Content Writer,marketing
Jv Siva reddy,Male,32,software/technology,no,cs cert,coding basics,programming,developer,Startup,Tech,Technical,smart worker,Software Developer,Software Developer,software_engineering
Jyothi Reddy,Male,35,software/technology,yes,tableau cert,data visualization,data analytics,data analyst,Corporate,Business,Management,hard worker,Data Analyst,Data Analyst,data_ai_ml
Jyoti prakash sahoo,Male,29,software/technology,no,security cert,web security,security,cybersecurity,Product Based,Science,Technical,smart worker,Cybersecurity Analyst,Cybersecurity Analyst,data_ai_ml
Jyoti Raghav,Female,33,software/technology,no,ux cert,interaction design,design,ui/ux,Product Based,Design,Technical,smart worker,UI/UX Designer,UI/UX Designer,design_creative
K Madhu Babu Goud,Male,27,software/technology,no,public speaking cert,communication skills,communication,marketing,Corporate,Business,Management,hard worker,Marketing Analyst,Marketing Analyst,data_ai_ml
K Sai Pravallika,Female,31,software/technology,yes,robotics cert,robotics,robotics,robotics engineer,Research Based,Tech,Technical,smart worker,Robotics Engineer,Robotics Engineer,software_engineering
K. E. Gayathri,Female,26,software/technology,yes,data cert,python,data science,data engineer,Product Based,Tech,Technical,hard worker,Data Engineer,Data Engineer,software_engineering
K.Babu Karuppaiah,Male,30,software/technology,yes,media cert,journalism,literature,content writing,Media,Books,Management,hard worker,Content Writer,Content Writer,marketing
K.E.GAYATHRI,Female,24,software/technology,no,security cert,network security,security,network engineer,Service Based,Tech,Technical,hard worker,Network Engineer,Network Engineer,software_engineering
K.madan mohan,Male,28,software/technology,no,ml cert,ml concepts,ai/ml,data science,Research Based,Science,Technical,smart worker,Data Scientist,Data Scientist,data_ai_ml
K.v.s.sravani,Female,29,software/technology,yes,communication cert,public relations,communication,hr,Corporate,Business,Management,hard worker,HR Specialist,HR Specialist,hr_admin
K.Vakula,Female,34,software/technology,yes,linux cert,server admin,networking,system admin,Service Based,Tech,Technical,smart worker,System Administrator,System Administrator,operations_management
KADAM OMKAR DEEPAK,Male,27,software/technology,yes,writing cert,poetry,literature,content writing,Media,Books,Management,hard worker,Content Writer,Content Writer,marketing
Kajal jaiswal,Female,30,software/technology,no,aws cert,cloud engineering,cloud computing,cloud engineer,Product Based,Tech,Technical,smart worker,Cloud Engineer,Cloud Engineer,software_engineering
Kajendran M,Male,32,software/technology,no,testing cert,testing,testing,qa engineer,Service Based,Tech,Technical,smart worker,QA Engineer,QA Engineer,software_engineering
KAKANI SAI SUDHEER,Male,28,software/technology,yes,sql cert,data modelling,data science,data engineer,Product Based,Tech,Technical,hard worker,Data Engineer,Data Engineer,software_engineering
Kalpana,Female,25,software/technology,yes,statistics cert,statistics,statistics,data analyst,Corporate,Business,Management,hard worker,Data Analyst,Data Analyst,data_ai_ml
Kalvakol gathrika,Female,33,software/technology,yes,security cert,cyber forensics,security,cybersecurity,Product Based,Science,Technical,smart worker,Cybersecurity Analyst,Cybersecurity Analyst,data_ai_ml
Kalyan Mandla ,Male,26,software/technology,yes,writing cert,creative writing,literature,content writing,Media,Books,Management,hard worker,Content Writer,Content Writer,marketing
Kamakshi N ,Female,29,software/technology,no,management cert,leadership,management,managerial,Corporate,Business,Management,hard worker,Project Manager,Project Manager,operations_management
Kamal Lochan Moharana,Male,27,software/technology,yes,react cert,frontend engineering,web dev,frontend dev,Startup,Tech,Technical,smart worker,Front-End Developer,Front-End Developer,software_engineering
Kammo,Female,31,software/technology,no,ba cert,business analysis,management,business analysis,Corporate,Business,Management,hard worker,Business Analyst,Business Analyst,data_ai_ml
Kanchana R Y,Female,28,software/technology,no,ml cert,artificial intelligence,ai/ml,ml engineer,Research Based,Tech,Technical,smart worker,AI/ML Engineer,AI/ML Engineer,software_engineering
Kanimozhi k,Female,30,software/technology,yes,sql cert,database engineering,databases,dba,Service Based,Tech,Technical,hard worker,Database Administrator,Database Administrator,data_ai_ml
Kanimozhi. S,Female,25,software/technology,yes,design cert,graphic arts,design,graphic design,Freelance,Design,Technical,hard worker,Graphic Designer,Graphic Designer,design_creative
Karan M,Male,33,software/technology,no,js cert,web development,web dev,web developer,Startup,Tech,Technical,smart worker,Web Developer,Web Developer,software_engineering
Karthi M,Male,27,software/technology,no,ml cert,machine learning,ai/ml,ml engineer,Research Based,Tech,Technical,smart worker,AI/ML Engineer,AI/ML Engineer,software_engineering
karthik,Male,32,software/technology,yes,admin cert,public administration,social sciences,policy analyst,Public Sector,Politics,Management,hard worker,Policy Analyst,Policy Analyst,data_ai_ml
Karthikeyan ,Male,27,software/technology,no,ui cert,mobile design,design,ui/ux,Product Based,Design,Technical,smart worker,UI/UX Designer,UI/UX Designer,design_creative
Karthikeyan M,Male,30,software/technology,yes,cs cert,data structures,programming,developer,Product Based,Tech,Technical,smart worker,Software Developer,Software Developer,software_engineering
Karthikeyan T,Male,26,software/technology,yes,python cert,python programming,data science,data analyst,Corporate,Tech,Technical,smart worker,Data Analyst,Data Analyst,data_ai_ml
Kartik jaiswal ,Male,29,software/technology,no,dl cert,deep learning,ai/ml,ml engineer,Research Based,Science,Technical,hard worker,AI/ML Engineer,AI/ML Engineer,software_engineering
Kartik jaiswal ,Male,31,software/technology,yes,aws cert,cloud computing,cloud computing,cloud engineer,Product Based,Tech,Technical,smart worker,Cloud Engineer,Cloud Engineer,software_engineering
Kartik swain,Male,25,software/technology,no,writing cert,english literature,literature,content writing,Media,Books,Management,hard worker,Content Writer,Content Writer,marketing
karun,Male,34,software/technology,no,security cert,cybersecurity,security,cyber analyst,Product Based,Science,Technical,smart worker,Cybersecurity Analyst,Cybersecurity Analyst,data_ai_ml
Karuna Singh ,Female,27,software/technology,yes,db cert,sql and databases,databases,dba,Service Based,Tech,Technical,hard worker,Database Administrator,Database Administrator,data_ai_ml
Kasim ali,Male,32,software/technology,yes,aws cert,devops,automation,devops,Product Based,Tech,Technical,smart worker,DevOps Engineer,DevOps Engineer,software_engineering
kausal kumar,Male,28,software/technology,no,communication cert,public speaking,communication,marketing,Corporate,Business,Management,hard worker,Marketing Analyst,Marketing Analyst,data_ai_ml
Kavin Kumar,Male,29,software/technology,no,ux cert,ui/ux design,design,ui/ux,Product Based,Design,Technical,smart worker,UI/UX Designer,UI/UX Designer,design_creative
kavin surya ,Male,30,software/technology,yes,writing cert,creative writing,literature,content writing,Freelance,Books,Management,hard worker,Content Writer,Content Writer,marketing
Kavita ,Female,26,software/technology,yes,python cert,data engineering,data engineering,data engineer,Product Based,Tech,Technical,smart worker,Data Engineer,Data Engineer,software_engineering
Kavu Sravan,Male,33,software/technology,yes,marketing cert,digital marketing,marketing,marketing,Corporate,Business,Management,hard worker,Marketing Analyst,Marketing Analyst,data_ai_ml
Kavya Tripathi,Female,27,software/technology,no,react cert,web development,web dev,frontend dev,Startup,Tech,Technical,smart worker,Front-End Developer,Front-End Developer,software_engineering
Kavya Tripathi,Female,31,software/technology,no,media cert,journalism,literature,journalism,Media,Books,Management,hard worker,Journalist,Journalist,other
Keertana Sarvani Tungaturthy,Male,29,software/technology,no,oscp,penetration testing,security,cybersecurity,Product Based,Science,Technical,smart worker,Cybersecurity Analyst,Cybersecurity Analyst,data_ai_ml
Kevin Kumar Vijayakumar,Male,35,software/technology,yes,tableau cert,data visualization,analytics,data analyst,Corporate,Business,Management,hard worker,Data Analyst,Data Analyst,data_ai_ml
Khadar pasha,Male,24,software/technology,yes,nodejs cert,backend development,programming,backend developer,Startup,Tech,Technical,smart worker,Software Developer,Software Developer,software_engineering
Khadim,Male,28,software/technology,yes,stats cert,statistics,math,data science,Research Based,Science,Technical,smart worker,Data Scientist,Data Scientist,data_ai_ml
Kiruthiga,Female,29,software/technology,no,creative cert,arts,arts,content writing,Media,Books,Management,hard worker,Content Writer,Content Writer,marketing
Kisan kumar,Male,34,software/technology,no,ardui,robotics,excellent,robotics,robotics engineer,yes,Tech,Technical,Robotics Engineer,Robotics Engineer,software_engineering
Komal Wankhade ,Female,27,software/technology,yes,testing cert,testing,testing,qa engineer,Service Based,Tech,Technical,smart worker,QA Engineer,QA Engineer,software_engineering
Konatham veera venkata durga ,Female,30,software/technology,yes,public speaking cert,communication skills,communication,hr,Corporate,Business,Management,hard worker,HR Specialist,HR Specialist,hr_admin
Kondaka satish,Male,26,software/technology,yes,cloud cert,cloud fundamentals,cloud computing,cloud engineer,Product Based,Tech,Technical,smart worker,Cloud Engineer,Cloud Engineer,software_engineering
Kondaka satish,Male,28,software/technology,no,writing cert,story writing,literature,content writing,Freelance,Books,Management,hard worker,Content Writer,Content Writer,marketing
Konkati Akhil,Male,25,software/technology,yes,ml cert,machine learning,ai/ml,ml engineer,Research Based,Tech,Technical,smart worker,AI/ML Engineer,AI/ML Engineer,software_engineering
Kottur pooja ,Female,31,software/technology,yes,ba cert,business analysis,management,business analysis,Corporate,Business,Management,hard worker,Business Analyst,Business Analyst,data_ai_ml
Kowshigan,Male,28,software/technology,no,nomics,eco,excellent,eco,nomics,Corporate,no,Business,Financial Analyst,Financial Analyst,data_ai_ml
KP abhishek,Male,30,software/technology,no,network cert,networking fundamentals,networking,network engineer,Service Based,Tech,Technical,smart worker,Network Engineer,Network Engineer,software_engineering
KP Surendara Siva,Male,27,software/technology,yes,gd cert,game design,game dev,game design,Product Based,Design,Technical,smart worker,Game Developer,Game Developer,software_engineering
Krishna Madhuri ,Female,29,software/technology,yes,python cert,data engineering,data engineering,data engineer,Product Based,Science,Technical,smart worker,Data Engineer,Data Engineer,software_engineering
Krishna sakhare,Male,32,software/technology,yes,gd cert,graphic design,design,graphic design,Freelance,Design,Technical,hard worker,Graphic Designer,Graphic Designer,design_creative
Krishnaraj,Male,35,software/technology,no,kotlin cert,android development,mobile dev,mobile developer,Startup,Tech,Technical,smart worker,Mobile App Developer,Mobile App Developer,software_engineering
Krusha Patel ,Male,29,software/technology,no,policy cert,policy studies,social sciences,policy analyst,Public Sector,Politics,Management,hard worker,Policy Analyst,Policy Analyst,data_ai_ml
Kuldeep Nigam,Male,33,software/technology,yes,literature cert,creative writing,literature,journalism,Media,Books,Management,hard worker,Journalist,Journalist,other
Kunal Kapoor,Male,27,software/technology,yes,linux cert,linux admin,networking,system admin,Service Based,Tech,Technical,smart worker,System Administrator,System Administrator,operations_management
Kunta mahender ,Male,30,software/technology,yes,mern cert,full stack development,web dev,full stack dev,Product Based,Tech,Technical,smart worker,Software Developer,Software Developer,software_engineering
L.Sirisha,Female,28,software/technology,yes,comms cert,public speaking,communication,hr,Corporate,Business,Management,hard worker,HR Specialist,HR Specialist,hr_admin
Laali ,Male,32,software/technology,yes,db cert,database design,databases,dba,Service Based,Tech,Technical,smart worker,Database Administrator,Database Administrator,data_ai_ml
Lahari Umesh ,Male,30,software/technology,yes,math cert,mathematics,math,data science,Research Based,Science,Technical,smart worker,Data Scientist,Data Scientist,data_ai_ml
Lakhitha Devarajaiah,Male,26,software/technology,yes,writer cert,story writing,english,content writing,Freelance,Books,Management,hard worker,Content Writer,Content Writer,marketing
Lakshmi,Female,28,software/technology,no,security cert,security analysis,security,cybersecurity,Product Based,Science,Technical,smart worker,Cybersecurity Analyst,Cybersecurity Analyst,data_ai_ml
Lakshmi Venkata Kumar Kurasala,Male,35,software/technology,no,business cert,business development,business,business dev,Corporate,Business,Management,hard worker,Business Development Executive,Business Development Executive,other
Lakshmikandhan,Male,29,software/technology,no,react cert,react development,web dev,frontend dev,Startup,Tech,Technical,smart worker,Front-End Developer,Front-End Developer,software_engineering
Lalit Gorakh Shewale,Male,27,software/technology,yes,ux cert,ux research,design,ui/ux,Product Based,Design,Technical,smart worker,UI/UX Designer,UI/UX Designer,design_creative
lata,Female,31,software/technology,no,oscp,penetration testing,security,cybersecurity,Product Based,Tech,Technical,smart worker,Cybersecurity Analyst,Cybersecurity Analyst,data_ai_ml
Lavanya,Female,40,software/technology,no,writing cert,writing,literature,content writing,Media,Books,Management,hard worker,Content Writer,Content Writer,marketing
Lavish Isasare,Male,22,software/technology,yes,ml cert,machine learning,ai/ml,data science,Research Based,Science,Technical,smart worker,Data Scientist,Data Scientist,data_ai_ml
Lebaka Manideep Reddy,Male,23,software/technology,no,robot cert,robotics engineering,robotics,robot engineer,Research Based,Tech,Technical,smart worker,Robotics Engineer,Robotics Engineer,software_engineering
Leela,Female,24,software/technology,yes,flutter cert,app development,mobile,mobile developer,Startup,Tech,Technical,smart worker,Mobile App Developer,Mobile App Developer,software_engineering
Lekha Ranpise,Female,25,software/technology,no,strategy cert,business strategy,management,business analysis,Corporate,Business,Management,hard worker,Business Analyst,Business Analyst,data_ai_ml
Lijesh,Male,26,software/technology,yes,testing cert,testing fundamentals,testing,qa,Service Based,Tech,Technical,hard worker,QA Engineer,QA Engineer,software_engineering
Lingaraj Mohanty,Male,27,software/technology,yes,aws cert,cloud devops,automation,devops,Product Based,Tech,Technical,smart worker,DevOps Engineer,DevOps Engineer,software_engineering
Lipika Pattanayak,Female,28,software/technology,no,media cert,media studies,communication,journalism,Media,Books,Management,hard worker,Journalist,Journalist,other
Lisa Mary Kuruvila ,Female,29,software/technology,yes,security cert,cyber defense,security,cyber analyst,Product Based,Science,Technical,smart worker,Cybersecurity Analyst,Cybersecurity Analyst,data_ai_ml
Lishakar j,Male,30,software/technology,yes,nomics,eco,excellent,eco,nomics,Corporate,no,Business,Financial Analyst,Financial Analyst,data_ai_ml
LIVINKUMAR S,Male,31,software/technology,no,sql cert,databases,databases,dba,Service Based,Tech,Technical,hard worker,Database Administrator,Database Administrator,data_ai_ml
Liza Naik,Female,32,software/technology,no,ai cert,ai research,ai/ml,research scientist,Research Based,Science,Technical,smart worker,Research Scientist,Research Scientist,other
Loganathan p,Male,33,software/technology,no,writing cert,creative thinking,literature,content writing,Media,Books,Management,hard worker,Content Writer,Content Writer,marketing
Lokesh rR,Male,34,software/technology,yes,react cert,frontend engineering,programming,frontend dev,Startup,Tech,Technical,smart worker,Front-End Developer,Front-End Developer,software_engineering
Lyon,Male,35,software/technology,yes,marketing cert,marketing strategy,marketing,marketing,Corporate,Business,Management,hard worker,Marketing Analyst,Marketing Analyst,data_ai_ml
M Hari babu,Male,36,software/technology,yes,java cert,software engineering,programming,developer,Product Based,Tech,Technical,smart worker,Software Developer,Software Developer,software_engineering
M Hari krishna,Male,37,software/technology,yes,aws cert,cloud architecture,cloud,cloud architect,Product Based,Tech,Technical,smart worker,Cloud Architect,Cloud Architect,other
M Vijay Kumar,Male,38,Medical,no,BLS,critical care,internal medicine,General Physician,Hospital,Medical,Clinical,hard worker,General Physician,General Physician,Healthcare & Medical Professional
M. Satishuday,Male,39,Medical,yes,surgical basics,laparoscopy,surgery,Surgeon,Teaching Hospital,Clinical,Clinical,hard worker,Surgeon,Surgeon,Healthcare & Medical Professional
M.Akhila,Female,40,Medical,yes,pediatric life support,neonatology,paediatrics,Pediatrician,Children's Hospital,Medical,Clinical,smart worker,Pediatrician,Pediatrician,Healthcare & Medical Professional
M.Anvesh,Male,41,Medical,no,nurse cert,critical care,patient care,Nursing,Hospital,Health,Clinical,hard worker,Nurse,Nurse,Healthcare & Medical Professional
M.Geetha sree,Female,22,Medical,yes,public health basics,community health,public health,Public Health Specialist,NGO,Policy,Management,smart worker,Public Health Specialist,Public Health Specialist,Healthcare & Medical Professional
M.Hemanth,Male,23,Medical,yes,pharmacy cert,pharmacology,pharmacology,Pharmacist,Pharmacy,no,Science,Clinical,Pharmacist,Pharmacist,Healthcare & Medical Professional
M.Rajasekhar Reddy,Male,24,Medical,no,acls,anesthesia basics,anesthesiology,Anesthesiologist,Hospital,Medical,Clinical,hard worker,Anesthesiologist,Anesthesiologist,Healthcare & Medical Professional
M.Sowrya,Male,25,Medical,yes,lab tech cert,pathology lab,pathology,Lab,Diag,no,Science,Clinical,Medical Laboratory Technician,Medical Laboratory Technician,Healthcare & Medical Professional
Madan Rajput,Male,26,Medical,yes,xray cert,radiology basics,imaging,Radiologist,Diag,yes,Science,Clinical,Radiologist,Radiologist,Healthcare & Medical Professional
Madhumita S,Female,27,Medical,yes,pt cert,physiotherapy basics,rehabilitation,Physiotherapist,Rehab Center,Health,Clinical,hard worker,Physiotherapist,Physiotherapist,Healthcare & Medical Professional
Madhumitha,Female,28,Medical,no,emt cert,emergency care,emergency medicine,Emergency Medicine,Hospital,Medical,Clinical,smart worker,Emergency Medicine Physician,Emergency Medicine Physician,Healthcare & Medical Professional
Mahammad Rizwan ,Male,29,Medical,no,coder cert,medical coding,medical records,Medical Coder,Hospital,Tech,Management,hard worker,Medical Coder,Medical Coder,Healthcare & Medical Professional
Mahendra Gholap,Male,30,Medical,yes,cardiology cert,cardiac life support,cardiology,Cardiologist,Cardiac Center,Science,Clinical,hard worker,Cardiologist,Cardiologist,Healthcare & Medical Professional
Mahesh,Male,31,Medical,yes,skin cert,dermatology basics,dermatology,Dermatologist,Private Clinic,Health,Clinical,smart worker,Dermatologist,Dermatologist,Healthcare & Medical Professional
Mahima Gupta,Female,32,Medical,yes,neuro cert,neuro basics,neurology,Neurologist,Teaching Hospital,Science,Clinical,hard worker,Neurologist,Neurologist,Healthcare & Medical Professional
Mahmoud Muhizuddin,Male,23,Medical,no,ot cert,occupational therapy,rehabilitation,Occupational Therapist,Rehab Center,Health,Clinical,hard worker,Occupational Therapist,Occupational Therapist,Healthcare & Medical Professional
Mahmoud Muhizuddin ,Male,34,Medical,yes,good clinical practice,clinical research,research,Clinical Researcher,Research Institute,Research,Clinical,smart worker,Clinical Researcher,Clinical Researcher,Healthcare & Medical Professional
Makarand Kawale,Male,35,Medical,no,lab cert,phlebotomy,laboratory,Medical Tech,nologist,nostic Center,yes,Science,Medical Tech,Medical Tech,Healthcare & Medical Professional
Malarvizhi. S,Female,36,Medical,no,diet cert,nutrition basics,nutrition,Dietitian,Clinic,Health,Clinical,smart worker,Dietitian,Dietitian,Healthcare & Medical Professional
Malavika,Female,37,Medical,no,resp therapy cert,respiratory care,pulmo,nology,Respiratory Therapist,yes,Medical,Clinical,Respiratory Therapist,Respiratory Therapist,Healthcare & Medical Professional
Malaya sahoo,Male,38,Medical,no,eye care cert,ophthalmology basics,ophthalmology,Ophthalmologist,Eye Hospital,Health,Clinical,hard worker,Ophthalmologist,Ophthalmologist,Healthcare & Medical Professional
Malhar Prasad Ray ,Male,39,Medical,yes,obgyn basics,maternal health,obstetrics,OB-GYN,Hospital,Medical,Clinical,smart worker,OB-GYN,OB-GYN,Healthcare & Medical Professional
Malini ,Female,40,Medical,yes,child care cert,paediatric nursing,child health,Pediatric Nurse,Children's Hospital,Health,Clinical,hard worker,Pediatric Nurse,Pediatric Nurse,Healthcare & Medical Professional
Malini. R,Female,41,Medical,yes,trauma cert,critical interventions,critical care,Emergency Medicine,Trauma Center,Medical,Clinical,hard worker,Emergency Medicine Physician,Emergency Medicine Physician,Healthcare & Medical Professional
Mallika Mali,Female,22,Medical,no,emr cert,health informatics,health it,Health Informatics,Hospital,Tech,Management,smart worker,Health Informatics Specialist,Health Informatics Specialist,Healthcare & Medical Professional
Mallu Durga Mahesh Reddy,Male,23,Medical,no,ortho basics,orthopaedics,bone health,Orthopedic Surgeon,Orthopedic Center,Science,Clinical,hard worker,Orthopedic Surgeon,Orthopedic Surgeon,Healthcare & Medical Professional
Malti Vidhale,Female,24,Medical,yes,dental cert,dental hygiene,dentistry,Dental Hygienist,Dental Clinic,Health,Clinical,smart worker,Dental Hygienist,Dental Hygienist,Healthcare & Medical Professional
Malvika R,Female,25,Medical,yes,pv cert,pharmacovigilance,pharmacology,Pharmacist,Pharmacy,yes,Science,Clinical,Pharmacist,Pharmacist,Healthcare & Medical Professional
Mamatha Nenavath ,Female,26,Medical,yes,public health cert,community nursing,community health,Community Nurse,NGO,Health,Clinical,hard worker,Community Nurse,Community Nurse,Healthcare & Medical Professional
Mamidala Raju,Male,27,Medical,yes,interventional cert,cardiac interventions,cardiology,Interventional Cardiologist,Cardiac Center,Science,Clinical,hard worker,Cardiologist,Cardiologist,Healthcare & Medical Professional
Mamidala Rani,Female,28,Medical,no,ultrasound cert,medical imaging,imaging,Radiographer,Diag,no,Science,Clinical,Radiographer,Radiographer,Healthcare & Medical Professional
Mamidala saikumar,Male,29,Medical,yes,drug trials cert,clinical pharmacology,pharmacology,Clinical Pharmacologist,Research Institute,Research,Clinical,smart worker,Clinical Pharmacologist,Clinical Pharmacologist,Healthcare & Medical Professional
Manali Paul,Female,30,Medical,yes,counseling cert,psychology basics,mental health,Mental Health Counselor,Clinic,Health,Clinical,smart worker,Mental Health Counselor,Mental Health Counselor,Healthcare & Medical Professional
Manas,Male,31,Medical,no,surgical anatomy,anatomy advanced,surgery,Surgeon,Teaching Hospital,Science,Clinical,hard worker,Surgeon,Surgeon,Healthcare & Medical Professional
Manas Jyoti Das,Female,32,Medical,no,health records cert,medical coding,records,Medical Coder,Health IT,Tech,Management,hard worker,Medical Coder,Medical Coder,Healthcare & Medical Professional
Manas Jyoti Das,Male,23,Medical,no,renal cert,nephrology basics,renal health,Nephrologist,Hospital,Science,Clinical,hard worker,Nephrologist,Nephrologist,Healthcare & Medical Professional
Manasi B Nagare ,Female,24,Medical,no,nutrition cert,dietetics,nutrition,Dietitian,Clinic,Health,Clinical,smart worker,Dietitian,Dietitian,Healthcare & Medical Professional
Manaswi Gowravajhala,Male,25,Medical,yes,cancer care cert,oncology basics,oncology,Oncologist,Cancer Center,Science,Clinical,hard worker,Oncologist,Oncologist,Healthcare & Medical Professional
Mandar ,Male,26,Medical,no,microbiology cert,laboratory techniques,microbiology,Medical Tech,nologist,nostic Center,no,Science,Medical Tech,Medical Tech,Healthcare & Medical Professional
Mandar Suresh Surve,Male,37,Medical,yes,paed surg cert,paediatric surgery,paediatric surgery,Pediatric Surgeon,Children's Hospital,Science,Clinical,hard worker,Pediatric Surgeon,Pediatric Surgeon,Healthcare & Medical Professional
Mandar Suresh Surve,Male,38,Medical,no,gcp cert,research methodology,clinical research,Clinical Researcher,Research Institute,Research,Clinical,smart worker,Clinical Researcher,Clinical Researcher,Healthcare & Medical Professional
Mandar Suresh Surve,Male,39,Medical,yes,rt cert,respiratory therapy,pulmo,nology,Respiratory Therapist,yes,Medical,Clinical,Respiratory Therapist,Respiratory Therapist,Healthcare & Medical Professional
Mani Rathinam R,Male,40,Medical,yes,ethics cert,medical ethics,ethics,Medical Ethicist,University,Philosophy,Clinical,smart worker,Medical Ethicist,Medical Ethicist,Healthcare & Medical Professional
Manikanda Prabhu Jagannathan ,Male,41,Medical,no,eye care cert,ophthalmic nursing,eye care,Ophthalmic Nurse,Eye Clinic,Health,Clinical,hard worker,Ophthalmic Nurse,Ophthalmic Nurse,Healthcare & Medical Professional
