Name,Gender,Age,domain,courses did,skills,certificates or course,Interested,interested career preference,intrested company,Interested Type of Books,Management or Technical,hard/smart worker,Suggested Job Role,skills_norm
Olivia Brown,Female,21,software/technology,yes,information security,web tech,poor,IOT,developer,no,Anthology,Technical,Web Developer,information security
John Smith,Male,23,software/technology,no,hadoop,cloud computing,cloud computing,security,product development,Guide,Management,hard worker,Web Developer,hadoop
Alice Johnson,Female,20,software/technology,no,information security,database security,Computer Architecture,Business process analyst,Testing and Maintainance Services,Math,Technical,hard worker,Web Developer,information security
Robert Davis,Male,22,software/technology,no,machine learning,system designing,Computer Architecture,Business process analyst,Testing and Maintainance Services,Trilogy,Management,hard worker,Web Developer,machine learning
Emily Wilson,Female,21,software/technology,no,hadoop,web tech,poor,parallel computing,Business process analyst,yes,Art,Management,Web Developer,hadoop
Michael Brown,Male,23,software/technology,no,distro making,hacking,Software Engineering,security,product development,Self help,Technical,hard worker,Web Developer,distro making
Laura Lee,Female,22,software/technology,yes,information security,system designing,Software Engineering,testing,Web Services,Health,Technical,hard worker,Web Developer,information security
William Johnson,Male,20,software/technology,no,information security,testing,Computer Architecture,developer,Testing and Maintainance Services,Art,Technical,smart worker,Web Developer,information security
Sarah Miller,Female,21,software/technology,no,information security,database security,hacking,system developer,Testing and Maintainance Services,Health,Management,hard worker,Web Developer,information security
James Wilson,Male,23,software/technology,no,app development,cloud computing,parallel computing,cloud computing,Testing and Maintainance Services,Romance,Technical,smart worker,Web Developer,ios app development
Olivia Clark,Female,22,software/technology,yes,r programming,cloud computing,Computer Architecture,cloud computing,Finance,Romance,Technical,smart worker,Web Developer,programming
Andrew Hall,Male,21,software/technology,no,app development,database security,IOT,testing,Service Based,Science,Management,smart worker,Web Developer,ios app development
David Jones,Male,22,software/technology,yes,distro making,testing,programming,testing,Web Services,Anthology,Management,smart worker,Web Developer,distro making
Elizabeth Williams,Female,21,software/technology,yes,full stack,system designing,cloud computing,developer,Finance,Series,Management,hard worker,Web Developer,full stack
Charles Miller,Male,23,software/technology,no,full stack,web tech,excellent,IOT,developer,yes,Self help,Management,Web Developer,full stack
Susan Davis,Female,22,software/technology,no,full stack,web tech,medium,networks,cloud computing,yes,Science fiction,Management,Web Developer,full stack
John Brown,Male,20,software/technology,no,distro making,testing,networks,Business process analyst,product development,Guide,Management,smart worker,Web Developer,distro making
Laura Lee,Female,21,software/technology,no,python,game development,Software Engineering,developer,SAaS services,History,Management,hard worker,Web Developer,python
William Johnson,Male,23,software/technology,no,information security,data science,cloud computing,system developer,Web Services,Science,Technical,smart worker,Web Developer,information security
Sarah Miller,Female,22,software/technology,no,hadoop,database security,hacking,cloud computing,BPA,Health,Management,hard worker,Web Developer,hadoop
James Wilson,Male,20,software/technology,yes,python,database security,parallel computing,security,Testing and Maintainance Services,Encyclopedias,Technical,hard worker,Web Developer,python
Olivia Clark,Female,21,software/technology,yes,app development,cloud computing,Management,system developer,Sales and Marketing,Drama,Technical,hard worker,Web Developer,ios app development
Andrew Hall,Male,23,software/technology,yes,app development,web tech,poor,programming,system developer,no,Math,Technical,Web Developer,ios app development
Grace Smith,Female,20,software/technology,no,distro making,cloud computing,hacking,system developer,Web Services,Horror,Technical,hard worker,Web Developer,distro making
Michael Johnson,Male,22,software/technology,no,information security,system designing,hacking,Business process analyst,BPA,Guide,Management,smart worker,Web Developer,information security
Olivia Davis,Female,21,software/technology,no,full stack,system designing,hacking,testing,Testing and Maintainance Services,Poetry,Technical,hard worker,Web Developer,full stack
William Brown,Male,23,software/technology,no,shell programming,data science,hacking,cloud computing,Testing and Maintainance Services,Comics,Management,smart worker,Web Developer,shell programming
Emily Wilson,Female,22,software/technology,no,hadoop,system designing,Computer Architecture,system developer,Service Based,Drama,Technical,smart worker,Web Developer,hadoop
David Lee,Male,21,software/technology,yes,app development,system designing,cloud computing,Business process analyst,Finance,Trilogy,Technical,smart worker,Web Developer,ios app development
Sophia Miller,Female,20,software/technology,yes,machine learning,data science,programming,security,BPA,Guide,Management,hard worker,Web Developer,machine learning
James Wilson,Male,23,software/technology,no,shell programming,web tech,medium,data engineering,developer,yes,Drama,Management,Web Developer,shell programming
Emma Clark,Female,22,software/technology,yes,distro making,testing,networks,testing,Web Services,Health,Management,hard worker,Web Developer,distro making
Matthew Hall,Male,21,software/technology,no,distro making,game development,cloud computing,testing,Sales and Marketing,Satire,Management,smart worker,Web Developer,distro making
Olivia Davis,Female,22,software/technology,no,shell programming,game development,networks,cloud computing,Web Services,Guide,Management,smart worker,Web Developer,shell programming
William Smith,Male,23,software/technology,yes,python,cloud computing,Management,security,Web Services,Mystery,Technical,hard worker,Web Developer,python
Emily Johnson,Female,20,software/technology,no,machine learning,cloud computing,cloud computing,system developer,Service Based,Guide,Technical,smart worker,Web Developer,machine learning
David Brown,Male,22,software/technology,no,machine learning,database security,data engineering,security,product development,Self help,Technical,smart worker,Web Developer,machine learning
Sophia Wilson,Female,21,software/technology,no,shell programming,data science,Software Engineering,developer,product development,Mystery,Technical,hard worker,Web Developer,shell programming
James Miller,Male,23,software/technology,yes,shell programming,cloud computing,hacking,Business process analyst,Web Services,Series,Technical,hard worker,Web Developer,shell programming
Emma Johnson,Female,22,software/technology,yes,full stack,data science,IOT,system developer,Cloud Services,Guide,Technical,smart worker,Web Developer,full stack
Matthew Lee,Male,21,software/technology,no,r programming,hacking,networks,system developer,Finance,Health,Technical,hard worker,Web Developer,programming
Oliver Davis,Male,23,software/technology,yes,full stack,testing,Computer Architecture,Business process analyst,Product based,Guide,Management,smart worker,Web Developer,full stack
Isabella Brown,Female,20,software/technology,yes,full stack,system designing,Management,cloud computing,SAaS services,Guide,Technical,smart worker,Web Developer,full stack
Elijah Smith,Male,22,software/technology,no,python,testing,cloud computing,security,BPA,Religion-Spirituality,Management,smart worker,Web Developer,python
Ava Miller,Female,21,software/technology,yes,information security,database security,data engineering,developer,Cloud Services,Poetry,Management,hard worker,Web Developer,information security
Liam Wilson,Male,23,software/technology,no,python,cloud computing,Management,developer,Sales and Marketing,Guide,Management,smart worker,Web Developer,python
Sophia Johnson,Female,22,software/technology,yes,machine learning,data science,Software Engineering,system developer,Web Services,Childrens,Management,hard worker,Web Developer,machine learning
Michael Brown,Male,21,software/technology,no,shell programming,hacking,parallel computing,system developer,Finance,Mystery,Management,hard worker,Web Developer,shell programming
Emily Lee,Female,20,software/technology,yes,information security,database security,IOT,testing,SAaS services,Trilogy,Management,smart worker,Web Developer,information security
William Davis,Male,23,software/technology,yes,full stack,database security,hacking,security,product development,Fantasy,Technical,hard worker,Web Developer,full stack
Olivia Brown,Female,22,software/technology,yes,shell programming,data science,IOT,security,Cloud Services,Anthology,Technical,hard worker,Web Developer,shell programming
John Smith,Male,21,software/technology,no,app development,web tech,poor,networks,cloud computing,yes,Horror,Management,Web Developer,ios app development
Alice Johnson,Female,20,software/technology,yes,hadoop,database security,hacking,cloud computing,product development,Romance,Technical,hard worker,Web Developer,hadoop
Charlotte Davis,Female,22,software/technology,yes,machine learning,web tech,excellent,Management,developer,yes,History,Management,Web Developer,machine learning
Joseph Miller,Male,21,software/technology,yes,app development,testing,Software Engineering,system developer,Sales and Marketing,Anthology,Technical,hard worker,Web Developer,ios app development
Emma Wilson,Female,20,software/technology,no,information security,testing,IOT,security,Testing and Maintainance Services,Dictionaries,Management,smart worker,Web Developer,information security
Oliver Brown,Male,23,software/technology,yes,r programming,database security,programming,testing,Testing and Maintainance Services,Math,Technical,smart worker,Web Developer,programming
Sophia Johnson,Female,22,software/technology,no,full stack,testing,Computer Architecture,developer,Testing and Maintainance Services,Anthology,Technical,smart worker,Web Developer,full stack
William Smith,Male,21,software/technology,no,hadoop,hacking,programming,security,Finance,Travel,Management,smart worker,Web Developer,hadoop
Charlotte Davis,Female,22,software/technology,yes,hadoop,system designing,cloud computing,system developer,Sales and Marketing,Dictionaries,Technical,hard worker,Web Developer,hadoop
James Wilson,Male,20,software/technology,yes,python,system designing,networks,Business process analyst,Cloud Services,Drama,Technical,hard worker,Web Developer,python
Olivia Clark,Female,21,software/technology,no,full stack,web tech,poor,hacking,Business process analyst,no,Anthology,Technical,Web Developer,full stack
Matthew Hall,Male,23,software/technology,yes,r programming,web tech,medium,Software Engineering,developer,no,Drama,Technical,Web Developer,programming
Elijah Davis,Male,22,software/technology,yes,machine learning,database security,programming,system developer,Finance,Horror,Management,smart worker,Web Developer,machine learning
Emma Johnson,Female,20,software/technology,yes,shell programming,game development,data engineering,cloud computing,Cloud Services,Cookbooks,Management,hard worker,Web Developer,shell programming
Liam Wilson,Male,21,software/technology,no,full stack,database security,Software Engineering,cloud computing,Web Services,Diaries,Technical,smart worker,Web Developer,full stack
Sophia Johnson,Female,22,software/technology,no,app development,database security,Software Engineering,system developer,Cloud Services,Action and Adventure,Technical,smart worker,Web Developer,ios app development
Michael Brown,Male,23,software/technology,yes,hadoop,system designing,Software Engineering,developer,BPA,Health,Technical,hard worker,Web Developer,hadoop
Emily Lee,Female,20,software/technology,no,information security,database security,IOT,security,Finance,Health,Technical,hard worker,Web Developer,information security
William Davis,Male,21,software/technology,no,hadoop,web tech,poor,networks,security,yes,Science fiction,Management,Web Developer,hadoop
Olivia Brown,Female,22,software/technology,yes,full stack,database security,Software Engineering,testing,Cloud Services,Horror,Technical,smart worker,Web Developer,full stack
John Smith,Male,23,software/technology,yes,app development,system designing,Management,Business process analyst,Finance,Horror,Technical,smart worker,Web Developer,ios app development
Alice Johnson,Female,20,software/technology,yes,machine learning,testing,Software Engineering,testing,Sales and Marketing,Science,Management,hard worker,Web Developer,machine learning
Charlotte Davis,Female,22,software/technology,yes,hadoop,data science,Software Engineering,cloud computing,Cloud Services,Diaries,Management,smart worker,Web Developer,hadoop
Joseph Miller,Male,21,software/technology,yes,python,system designing,programming,testing,SAaS services,Anthology,Management,hard worker,Web Developer,python
Emma Wilson,Female,20,software/technology,no,machine learning,testing,programming,developer,Testing and Maintainance Services,Series,Management,smart worker,Web Developer,machine learning
Oliver Brown,Male,23,software/technology,yes,python,system designing,cloud computing,security,Testing and Maintainance Services,Science fiction,Technical,hard worker,Web Developer,python
Sophia Johnson,Female,22,software/technology,yes,distro making,game development,parallel computing,security,Testing and Maintainance Services,Health,Technical,smart worker,Web Developer,distro making
William Smith,Male,21,software/technology,yes,information security,database security,networks,testing,SAaS services,Horror,Management,hard worker,Web Developer,information security
Charlotte Davis,Female,22,software/technology,no,python,database security,Software Engineering,developer,product development,Dictionaries,Technical,smart worker,Web Developer,python
James Wilson,Male,20,software/technology,yes,r programming,data science,hacking,security,Product based,Horror,Technical,hard worker,Web Developer,programming
Olivia Clark,Female,21,software/technology,no,r programming,testing,hacking,cloud computing,Testing and Maintainance Services,Drama,Management,smart worker,Web Developer,programming
Matthew Hall,Male,23,software/technology,yes,full stack,database security,hacking,cloud computing,Finance,History,Technical,smart worker,Web Developer,full stack
Elijah Davis,Male,22,software/technology,yes,python,data science,cloud computing,system developer,SAaS services,Self help,Technical,hard worker,Web Developer,python
Emma Johnson,Female,20,software/technology,no,full stack,testing,data engineering,security,Sales and Marketing,Self help,Management,hard worker,Web Developer,full stack
Liam Wilson,Male,21,software/technology,yes,python,system designing,Computer Architecture,testing,Web Services,Autobiographies,Technical,smart worker,Web Developer,python
Sophia Johnson,Female,22,software/technology,yes,distro making,cloud computing,Software Engineering,security,Product based,Encyclopedias,Technical,hard worker,Web Developer,distro making
Michael Brown,Male,23,software/technology,yes,machine learning,system designing,cloud computing,testing,Service Based,Horror,Management,hard worker,Web Developer,machine learning
A.Uha Priya,Female,28,software/technology,no,r programming,data science,Computer Architecture,Business process analyst,BPA,Childrens,Technical,hard worker,Web Developer,programming
Aadil,Male,32,software/technology,no,distro making,hacking,data engineering,security,Testing and Maintainance Services,Self help,Management,smart worker,Web Developer,distro making
Aakriti,Female,24,software/technology,yes,python,cloud computing,cloud computing,system developer,Finance,Journals,Technical,hard worker,Web Developer,python
Aanchal sharma,Female,26,software/technology,yes,app development,system designing,cloud computing,Business process analyst,SAaS services,Comics,Management,smart worker,Web Developer,ios app development
Aangkeeta Sarkar,Female,30,software/technology,no,shell programming,database security,Software Engineering,developer,Service Based,Travel,Technical,hard worker,Web Developer,shell programming
Aanya singh thakur,Female,27,software/technology,no,distro making,testing,IOT,developer,SAaS services,Comics,Management,hard worker,Web Developer,distro making
Aasim Abubaker Makrani,Male,35,software/technology,yes,python,cloud computing,Computer Architecture,cloud computing,Testing and Maintainance Services,Art,Technical,smart worker,Web Developer,python
Aayush Agrawal,Male,29,software/technology,no,full stack,cloud computing,Software Engineering,Business process analyst,SAaS services,Religion-Spirituality,Management,smart worker,Web Developer,full stack
Aayush Pandey ,Male,31,software/technology,no,machine learning,hacking,cloud computing,cloud computing,Web Services,Mystery,Technical,smart worker,Web Developer,machine learning
Aayushi ,Female,33,software/technology,no,shell programming,testing,IOT,developer,BPA,Series,Management,hard worker,Web Developer,shell programming
Abbas Ali Chatniwala,Male,40,software/technology,yes,full stack,web tech,medium,data engineering,security,no,Science,Management,Web Developer,full stack
Abdul basith ,Male,22,software/technology,yes,full stack,web tech,excellent,cloud computing,Business process analyst,yes,Self help,Technical,Web Developer,full stack
Abdul Momin Khan ,Male,26,software/technology,yes,hadoop,cloud computing,programming,testing,Cloud Services,Guide,Management,hard worker,Web Developer,hadoop
Abdul Waheed ,Male,28,software/technology,no,distro making,game development,cloud computing,Business process analyst,BPA,Religion-Spirituality,Technical,hard worker,Web Developer,distro making
ABDULAJEESH T,Male,34,software/technology,no,shell programming,web tech,poor,Computer Architecture,cloud computing,no,Action and Adventure,Management,Web Developer,shell programming
Abhijeet R.Kahurke,Male,30,software/technology,yes,full stack,game development,Computer Architecture,cloud computing,BPA,Travel,Management,smart worker,Web Developer,full stack
Abhijit,Male,29,software/technology,yes,full stack,database security,Software Engineering,security,Web Services,Action and Adventure,Technical,smart worker,Web Developer,full stack
Abhijit Garje,Male,25,software/technology,yes,machine learning,testing,programming,testing,SAaS services,Religion-Spirituality,Technical,hard worker,Web Developer,machine learning
Abhijit Kamble ,Male,31,software/technology,no,python,data science,hacking,system developer,BPA,Art,Technical,hard worker,Web Developer,python
Abhijit Sidharth Kawale,Male,27,software/technology,no,shell programming,database security,Software Engineering,security,Service Based,Biographies,Management,smart worker,Web Developer,shell programming
Abhilash,Male,24,software/technology,yes,distro making,hacking,cloud computing,developer,Sales and Marketing,Comics,Technical,smart worker,Web Developer,distro making
Abhilash Reddy P,Male,28,software/technology,yes,r programming,hacking,Computer Architecture,system developer,Cloud Services,Art,Management,smart worker,Web Developer,programming
Abhiramkrishnan Sreenivasan,Male,26,software/technology,yes,full stack,testing,hacking,security,BPA,Journals,Technical,hard worker,Web Developer,full stack
Abhishek,Male,32,software/technology,yes,shell programming,data science,IOT,testing,Service Based,Autobiographies,Management,hard worker,Web Developer,shell programming
Abhishek,Male,35,software/technology,no,information security,system designing,cloud computing,security,product development,Science fiction,Management,hard worker,Web Developer,information security
Abhishek,Male,29,software/technology,yes,information security,database security,networks,developer,Cloud Services,Health,Technical,smart worker,Web Developer,information security
Abhishek Dubey ,Male,33,software/technology,no,full stack,cloud computing,parallel computing,system developer,Product based,Guide,Technical,hard worker,Web Developer,full stack
Abhishek Nayak,Male,27,software/technology,no,python,game development,Software Engineering,cloud computing,Testing and Maintainance Services,Action and Adventure,Management,hard worker,Web Developer,python
Abhishek Tyagi,Male,31,software/technology,yes,r programming,testing,Management,Business process analyst,SAaS services,Horror,Technical,smart worker,Web Developer,programming
Abinandhan palanisamy k,Male,26,software/technology,yes,python,database security,programming,system developer,Cloud Services,Mystery,Management,hard worker,Web Developer,python
Abinaya,Female,30,software/technology,no,hadoop,game development,Management,system developer,BPA,Trilogy,Management,smart worker,Web Developer,hadoop
Abiram Reddy,Male,24,software/technology,no,machine learning,cloud computing,programming,Business process analyst,Cloud Services,Romance,Technical,hard worker,Web Developer,machine learning
Adarsh Bole,Male,28,software/technology,yes,distro making,hacking,data engineering,system developer,SAaS services,Journals,Management,hard worker,Web Developer,distro making
Adeeb riyaz,Male,29,software/technology,no,information security,web tech,excellent,Software Engineering,developer,no,Travel,Management,Web Developer,information security
Aditi,Female,34,software/technology,yes,r programming,testing,Software Engineering,cloud computing,BPA,Self help,Technical,hard worker,Web Developer,programming
Aditya,Male,27,software/technology,yes,r programming,web tech,excellent,programming,cloud computing,yes,Art,Technical,Web Developer,programming
Aditya ,Male,30,software/technology,no,distro making,database security,data engineering,system developer,BPA,Prayer books,Technical,hard worker,Web Developer,distro making
Aditya bhosale,Male,32,software/technology,yes,machine learning,data science,hacking,developer,Service Based,Travel,Technical,hard worker,Web Developer,machine learning
Aditya Priyam,Male,28,software/technology,no,python,testing,hacking,developer,Cloud Services,Childrens,Technical,hard worker,Web Developer,python
Afiya Masood,Female,25,software/technology,no,hadoop,game development,cloud computing,developer,Service Based,Math,Technical,hard worker,Web Developer,hadoop
Afreen Ansari,Female,33,software/technology,yes,r programming,data science,hacking,developer,product development,Health,Management,hard worker,Web Developer,programming
Afsana,Female,26,software/technology,yes,information security,web tech,poor,networks,security,yes,Childrens,Management,Web Developer,information security
Ahmed shaikh,Male,29,software/technology,no,full stack,database security,Management,cloud computing,Finance,Poetry,Technical,smart worker,Web Developer,full stack
Aishwarya Ramesh,Female,27,software/technology,no,information security,system designing,cloud computing,Business process analyst,SAaS services,Childrens,Management,smart worker,Web Developer,information security
Ajai,Male,31,software/technology,yes,distro making,testing,parallel computing,testing,Service Based,Self help,Technical,hard worker,Web Developer,distro making
Ajay Devarakonda,Male,28,software/technology,yes,r programming,cloud computing,Software Engineering,cloud computing,Product based,Fantasy,Technical,smart worker,Web Developer,programming
Ajeeth ,Male,30,software/technology,yes,hadoop,system designing,Computer Architecture,testing,Web Services,Science,Technical,smart worker,Web Developer,hadoop
Ajit Cherian,Male,25,software/technology,no,information security,hacking,networks,testing,Cloud Services,Cookbooks,Technical,smart worker,Web Developer,information security
Ajit Kumar,Male,33,software/technology,no,full stack,hacking,Software Engineering,developer,Service Based,Fantasy,Management,smart worker,Web Developer,full stack
Akash Ashok Tajane,Male,27,software/technology,no,hadoop,system designing,Management,Business process analyst,BPA,Health,Management,smart worker,Web Developer,hadoop
Akash Chourasia,Male,32,software/technology,yes,app development,data science,Management,developer,Testing and Maintainance Services,Art,Technical,hard worker,Web Developer,ios app development
Akash shinde,Male,27,software/technology,yes,information security,cloud computing,programming,testing,Finance,Poetry,Technical,hard worker,Web Developer,information security
Akash singh,Male,30,software/technology,yes,machine learning,system designing,programming,Business process analyst,Product based,Prayer books,Technical,hard worker,Web Developer,machine learning
Akash T Shaji,Male,26,software/technology,no,app development,testing,programming,Business process analyst,Sales and Marketing,Prayer books,Management,hard worker,Web Developer,ios app development
Akhil Chandra,Male,29,software/technology,no,hadoop,cloud computing,programming,security,Service Based,Encyclopedias,Management,hard worker,Web Developer,hadoop
Akhil Sreenivasulu,Male,31,software/technology,yes,information security,web tech,medium,networks,cloud computing,yes,Mystery,Technical,Web Developer,information security
Akhila,Female,25,software/technology,yes,full stack,web tech,excellent,IOT,Business process analyst,yes,Self help,Management,Web Developer,full stack
Akhila Akula,Female,34,software/technology,yes,information security,system designing,Software Engineering,security,Product based,Horror,Technical,smart worker,Web Developer,information security
Akhila Bhandari ,Female,27,software/technology,no,information security,system designing,cloud computing,security,Sales and Marketing,Art,Management,smart worker,Web Developer,information security
Akshay Chaturvedi ,Male,32,software/technology,yes,distro making,cloud computing,networks,security,Sales and Marketing,Childrens,Management,hard worker,Web Developer,distro making
Akshay Desai,Male,28,software/technology,yes,hadoop,cloud computing,hacking,testing,SAaS services,Science,Technical,hard worker,Web Developer,hadoop
Akshay Kaninde,Male,29,software/technology,no,python,hacking,Software Engineering,security,Cloud Services,Health,Management,hard worker,Web Developer,python
Akshay Milind Sarpe,Male,30,software/technology,no,python,system designing,parallel computing,system developer,BPA,Anthology,Management,smart worker,Web Developer,python
Akshita Gupta ,Male,26,software/technology,yes,machine learning,game development,parallel computing,testing,Cloud Services,Biographies,Management,smart worker,Web Developer,machine learning
Albin Baby ,Male,33,software/technology,yes,full stack,testing,IOT,testing,SAaS services,Journals,Management,smart worker,Web Developer,full stack
Aleena Marymol,Female,27,software/technology,yes,python,game development,programming,security,product development,Dictionaries,Management,hard worker,Web Developer,python
Ali,Male,31,software/technology,no,app development,database security,data engineering,testing,Product based,Horror,Management,hard worker,Web Developer,ios app development
Aliya Ruhi,Female,29,software/technology,no,shell programming,system designing,cloud computing,testing,Service Based,Romance,Technical,smart worker,Web Developer,shell programming
Allu Venkata Ramana,Male,35,software/technology,yes,distro making,web tech,excellent,Software Engineering,testing,yes,Travel,Technical,Web Developer,distro making
Amaan Ansari,Male,24,software/technology,yes,python,database security,programming,security,Web Services,Journals,Management,hard worker,Web Developer,python
Amalorpawarani. S,Female,28,software/technology,yes,shell programming,web tech,medium,data engineering,developer,yes,Prayer books,Management,Web Developer,shell programming
Aman,Male,29,software/technology,yes,information security,data science,programming,developer,Cloud Services,Encyclopedias,Management,smart worker,Web Developer,information security
Aman Shukla,Male,34,software/technology,yes,app development,game development,Computer Architecture,security,SAaS services,Prayer books,Management,hard worker,Web Developer,ios app development
Amandeep Singh,Male,27,software/technology,yes,hadoop,data science,Computer Architecture,developer,Product based,Horror,Technical,hard worker,Web Developer,hadoop
AMBUJ KUMAR,Male,30,software/technology,yes,machine learning,database security,cloud computing,security,Sales and Marketing,Guide,Management,smart worker,Web Developer,machine learning
Amey ,Male,26,software/technology,no,app development,hacking,Software Engineering,Business process analyst,Product based,History,Management,hard worker,Web Developer,ios app development
Amrit Riyat,Male,28,software/technology,no,shell programming,game development,parallel computing,cloud computing,Product based,Cookbooks,Management,hard worker,Web Developer,shell programming
Amrutha Devarapalli,Male,25,software/technology,no,app development,cloud computing,IOT,cloud computing,Service Based,Art,Management,smart worker,Web Developer,ios app development
Ananda V,Male,31,software/technology,yes,hadoop,testing,data engineering,developer,product development,Encyclopedias,Technical,smart worker,Web Developer,hadoop
Anandhi,Female,28,software/technology,no,machine learning,testing,IOT,cloud computing,Testing and Maintainance Services,Fantasy,Technical,hard worker,Web Developer,machine learning
Anandhu G,Male,30,software/technology,no,machine learning,database security,Management,security,Testing and Maintainance Services,Travel,Management,hard worker,Web Developer,machine learning
Anant,Male,27,software/technology,yes,hadoop,database security,Software Engineering,developer,Cloud Services,History,Management,smart worker,Web Developer,hadoop
Anant Paliwal ,Male,29,software/technology,no,full stack,web tech,excellent,Management,security,yes,Drama,Technical,Web Developer,full stack
Anchit ,Male,32,software/technology,yes,app development,testing,Management,system developer,Service Based,Comics,Management,hard worker,Web Developer,ios app development
Aneesh Pillai,Male,35,software/technology,no,distro making,testing,Computer Architecture,testing,product development,Guide,Technical,smart worker,Web Developer,distro making
Aniket Nagnath Pawar,Male,29,software/technology,yes,machine learning,web tech,poor,parallel computing,developer,yes,Biographies,Management,Web Developer,machine learning
Anil kumar,Male,33,software/technology,yes,distro making,database security,networks,cloud computing,Service Based,Drama,Management,smart worker,Web Developer,distro making
Anil Kumar Verma,Male,27,software/technology,no,r programming,hacking,IOT,Business process analyst,Cloud Services,History,Technical,hard worker,Web Developer,programming
Anila Dada,Male,30,software/technology,yes,machine learning,data science,data engineering,developer,Cloud Services,Guide,Management,smart worker,Web Developer,machine learning
ANILKUMAR DAMERA,Male,28,software/technology,yes,hadoop,game development,parallel computing,Business process analyst,Web Services,Religion-Spirituality,Management,hard worker,Web Developer,hadoop
Anirudh Chawla,Male,32,software/technology,no,machine learning,web tech,medium,parallel computing,Business process analyst,no,Childrens,Technical,Web Developer,machine learning
Anisha swain,Female,30,software/technology,no,r programming,hacking,programming,testing,product development,Horror,Management,smart worker,Web Developer,programming
ANISHKUMAR K E,Male,26,software/technology,no,r programming,testing,Software Engineering,Business process analyst,Sales and Marketing,Satire,Technical,hard worker,Web Developer,programming
Anjali,Female,28,software/technology,yes,shell programming,data science,networks,Business process analyst,product development,Encyclopedias,Management,hard worker,Web Developer,shell programming
Anjali Bajaj,Female,35,software/technology,yes,hadoop,data science,Computer Architecture,cloud computing,Service Based,Science fiction,Technical,hard worker,Web Developer,hadoop
Anjali Panigrahi ,Female,29,software/technology,yes,information security,data science,IOT,system developer,Service Based,History,Management,hard worker,Web Developer,information security
Anjali Prajapati,Female,27,software/technology,yes,distro making,cloud computing,parallel computing,testing,Cloud Services,Self help,Technical,smart worker,Web Developer,distro making
Anjali Prajapati ,Female,31,software/technology,no,app development,database security,Management,Business process analyst,Web Services,Drama,Management,smart worker,Web Developer,ios app development
Anju,Female,40,software/technology,yes,distro making,testing,data engineering,cloud computing,Cloud Services,Science,Technical,smart worker,Web Developer,distro making
Ankita Agarwalla,Female,22,software/technology,yes,distro making,system designing,IOT,developer,Sales and Marketing,Satire,Technical,smart worker,Web Developer,distro making
ANKUSH DUTTA,Male,23,software/technology,no,r programming,database security,hacking,Business process analyst,product development,Travel,Technical,hard worker,Web Developer,programming
Anmol Arora ,Male,24,software/technology,yes,app development,testing,parallel computing,security,Finance,Self help,Management,hard worker,Web Developer,ios app development
Ann Maria David ,Male,25,software/technology,yes,distro making,game development,parallel computing,security,product development,Encyclopedias,Technical,hard worker,Web Developer,distro making
Annamalai V,Male,26,software/technology,no,shell programming,testing,Computer Architecture,Business process analyst,Cloud Services,Fantasy,Management,hard worker,Web Developer,shell programming
Anonymous,Prefer not to say,27,software/technology,yes,distro making,database security,data engineering,Business process analyst,Product based,Encyclopedias,Technical,hard worker,Web Developer,distro making
Ansari Aiman ,Female,28,software/technology,yes,information security,testing,Computer Architecture,testing,Cloud Services,Cookbooks,Management,smart worker,Web Developer,information security
Ansari Ali Mohammad,Male,29,software/technology,yes,machine learning,database security,Software Engineering,Business process analyst,Finance,Prayer books,Management,hard worker,Web Developer,machine learning
Ansari Iqra Bazm Khurshid,Female,30,software/technology,no,hadoop,game development,IOT,system developer,Product based,Encyclopedias,Technical,smart worker,Web Developer,hadoop
Ansari Nasima ,Female,31,software/technology,no,shell programming,testing,cloud computing,cloud computing,Product based,Travel,Management,smart worker,Web Developer,shell programming
Ansari sameer,Male,32,software/technology,yes,distro making,cloud computing,Computer Architecture,developer,Finance,Biographies,Technical,hard worker,Web Developer,distro making
Ansari vali mohammad ,Male,33,software/technology,yes,hadoop,game development,Management,Business process analyst,Cloud Services,Drama,Technical,hard worker,Web Developer,hadoop
Anshu Kumar ,Male,34,software/technology,yes,r programming,game development,data engineering,cloud computing,product development,Guide,Management,hard worker,Web Developer,programming
Anshul Batra,Male,35,software/technology,no,r programming,testing,Computer Architecture,developer,Product based,Autobiographies,Technical,smart worker,Web Developer,programming
Anshumali Singh,Female,36,software/technology,yes,distro making,testing,parallel computing,system developer,Cloud Services,Science fiction,Technical,smart worker,Web Developer,distro making
Anudeep reddy,Male,37,software/technology,no,python,system designing,data engineering,Business process analyst,Sales and Marketing,Guide,Technical,hard worker,Web Developer,python
Anushka Diwate,Female,38,software/technology,no,full stack,database security,hacking,cloud computing,Sales and Marketing,Biographies,Management,hard worker,Web Developer,full stack
Anusuya,Female,39,software/technology,no,machine learning,game development,Software Engineering,security,Web Services,Poetry,Technical,hard worker,Web Developer,machine learning
Appala rao,Male,40,software/technology,no,information security,hacking,Management,developer,SAaS services,Action and Adventure,Management,smart worker,Web Developer,information security
Applav Gautam ,Male,41,software/technology,yes,app development,web tech,poor,Software Engineering,Business process analyst,no,Health,Management,Web Developer,ios app development
Aprajita Sharma,Female,22,software/technology,yes,distro making,hacking,programming,cloud computing,Product based,Science fiction,Management,smart worker,Web Developer,distro making
Apurva s solanke,Female,23,software/technology,yes,app development,system designing,Management,security,Testing and Maintainance Services,Comics,Management,hard worker,Web Developer,ios app development
